rowID,studyID,armID,study_name,manga,study_year,pub_year,drug_name,Ntotal,Published,age_mean,age_sd,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,ascale,baseline_mean,V,mean_efficacy,Imputation,Responders,IMPUTEDresp,Unpublished,Recruitment,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,OverallRoB,PLAresp,Narms,PLAprop,Overall_arm_RoB,bipolar,PC,PLAprob,PC2,PC3,t,RiskOfBias
t07,430,1,Feighner1980,0,1980,1980,traz,19,R from pub data and no or inadequate unpub data,,,1,Flexible,Licensed,Yes,Investigational,HAMDunspecified,35,4,10,LOCF,9,0,No,North America,Unclear,Inpatients only,Yes,4,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,Moderate risk,,3,0,High risk,0,1,0,0,1,traz,l
t10,431,2,Gerner1980,0,1980,1980,Plac,20,R imputed from pub data and no or inadequate unpub data,68,,1,Flexible,Licensed,No,Comparator,HAMDunspecified,25,,,OC,7,1,No,North America,Unclear,Outpatients only,Unclear,4,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
t09,431,1,Gerner1980,0,1980,1980,traz,19,R imputed from pub data and no or inadequate unpub data,68,,1,Flexible,Licensed,Yes,Investigational,HAMDunspecified,27,,,OC,2,1,No,North America,Unclear,Outpatients only,Unclear,4,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,traz,l
t20,436,1,Blacker1988,0,1988,1988,amit,44,R imputed from pub data and no or inadequate unpub data,42,13,,Fixed,Licensed,No,Comparator,HAMD21,27,6,7,Others,29,1,No,Europe,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,4,0,Moderate risk,0,0,0,0,0,amit,l
t21,436,2,Blacker1988,0,1988,1988,traz,112,R imputed from pub data and no or inadequate unpub data,45,13,,Fixed,Licensed,Unclear,Investigational,HAMD21,26,,,OC,58,1,No,Europe,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,4,0,Moderate risk,0,0,0,0,0,traz,l
t22,437,1,Altamura1989b,0,1989,1989,amit,37,R imputed from pub data and no or inadequate unpub data,66,6,1,Fixed,Licensed,Unclear,Comparator,HAMD21,29,5,11,Others,21,1,No,Europe,Multi-center,Inpatients only,Unclear,5,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,,3,0,Moderate risk,0,0,0,0,0,amit,l
t23,437,2,Altamura1989b,0,1989,1989,traz,36,R imputed from pub data and no or inadequate unpub data,65,6,1,Fixed,Licensed,Unclear,Investigational,HAMD21,30,5,11,Others,21,1,No,Europe,Multi-center,Inpatients only,Unclear,5,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,,3,0,Moderate risk,0,0,0,0,0,traz,l
t24,438,1,Kasper2005b,0,2005,2005,paro,53,R from pub data and no or inadequate unpub data,44,11,1,Flexible,Licensed,Unclear,Comparator,HAMD17,21,8,-15,LOCF,48,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,paro,l
t25,438,2,Kasper2005b,0,2005,2005,traz,55,R from pub data and no or inadequate unpub data,44,12,1,Flexible,Licensed,Unclear,Investigational,HAMD17,21,8,-15,LOCF,48,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,traz,l
t26,439,1,Munizza2006,0,2006,2006,sert,60,R from pub data and no or inadequate unpub data,47,11,1,Flexible,Licensed,No,Comparator,HAMD17,22,6,10,LOCF,37,0,No,Europe,Multi-center,Outpatients only,Unclear,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,sert,l
t27,439,2,Munizza2006,0,2006,2006,traz,62,R from pub data and no or inadequate unpub data,45,12,1,Flexible,Licensed,Yes,Investigational,HAMD17,22,6,9,LOCF,46,0,No,Europe,Multi-center,Outpatients only,Unclear,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,traz,l
t29,440,2,Sheehan2009b (NCT00775203),0,2009,2009,Plac,206,R can come both from pub and unpub data and match,44,14,1,Flexible,Licensed,No,Comparator,HAMD17,22,8,13,LOCF,84,0,Yes,North America,Multi-center,Other/Unclear/Not stated,No,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,2,1,Moderate risk,1,1,1,1,0,Plac,l
t28,440,1,Sheehan2009b (NCT00775203),0,2009,2009,traz,206,R can come both from pub and unpub data and match,44,13,1,Flexible,Licensed,Yes,Investigational,HAMD17,23,8,12,LOCF,109,0,Yes,North America,Multi-center,Other/Unclear/Not stated,No,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,2,1,Moderate risk,1,1,1,1,0,traz,l
t31,441,2,Rickels1982,0,1982,1982,Plac,68,R from pub data and no or inadequate unpub data,40,13,,Flexible,Licensed,No,Comparator,HAMD21,26,6,19,Others,18,0,No,North America,Single center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
t30,441,1,Rickels1982,0,1982,1982,amit,68,R from pub data and no or inadequate unpub data,40,13,,Flexible,Licensed,No,Comparator,HAMD21,26,6,14,Others,36,0,No,North America,Single center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,amit,l
t32,441,3,Rickels1982,0,1982,1982,traz,66,R from pub data and no or inadequate unpub data,40,13,,Flexible,Licensed,Unclear,Investigational,HAMD21,26,6,15,Others,33,0,No,North America,Single center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,traz,l
t34,442,2,Zhang2014,0,2014,2013,Plac,190,R from pub data and no or inadequate unpub data,38,12,1,Flexible,Licensed,No,Comparator,HAMD17,22,6,14,Others,67,0,No,Asia,Multi-center,Both,Yes,6,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,0,2,0,Low risk,0,1,1,1,0,Plac,l
t33,442,1,Zhang2014,0,2014,2013,traz,192,R from pub data and no or inadequate unpub data,40,13,1,Flexible,Licensed,No,Investigational,HAMD17,22,6,11,Others,109,0,No,Asia,Multi-center,Both,Yes,6,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Low risk,0,1,1,1,0,traz,l
v015,449,3,Cunningham1994 (VEN 600A-302 FDA),0,1994,1994,Plac,76,R from pub data and no or inadequate unpub data,41,,1,Flexible,Licensed,No,Comparator,HAMD21,24,6,-9,Others,41,0,Yes,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,1,3,0,Moderate risk,0,1,0,0,1,Plac,l
v014,449,2,Cunningham1994 (VEN 600A-302 FDA),0,1994,1994,traz,77,R from pub data and no or inadequate unpub data,39,,1,Flexible,Licensed,No,Comparator,HAMD21,25,6,-11,Others,43,0,Yes,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,traz,l
v013,449,1,Cunningham1994 (VEN 600A-302 FDA),0,1994,1994,venl,76,R from pub data and no or inadequate unpub data,42,,1,Flexible,Licensed,Yes,Investigational,HAMD21,25,6,-12,Others,47,0,Yes,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,venl,l
v017,450,2,VEN 600A-303 (FDA),0,,,Plac,82,No pub data and R from unpub data,38,,1,Flexible,Licensed,No,Comparator,HAMD21,25,6,-10,Others,31,1,Yes,North America,Single center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
v016,450,1,VEN 600A-303 (FDA),0,,,venl,83,No pub data and R from unpub data,39,,1,Flexible,Licensed,Yes,Investigational,HAMD21,24,6,-10,Others,29,1,Yes,North America,Single center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,High risk,0,1,0,0,1,venl,l
v020,451,3,VEN 600A-313 (FDA),0,,,Plac,79,No pub data and R from unpub data,38,,1,Fixed,Licensed,No,Comparator,HAMD21,25,6,-9,Others,26,1,Yes,North America,Unclear,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,4,0,Moderate risk,0,1,0,0,1,Plac,l
v018,451,1,VEN 600A-313 (FDA),0,,,venl,158,No pub data and R from unpub data,39,,1,Fixed,Licensed,Yes,Investigational,HAMD21,26,6,-11,Others,64,1,Yes,North America,Unclear,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,4,0,Moderate risk,0,1,0,0,1,venl,l
v024,452,4,VEN XR 367 (FDA),0,,,Plac,83,No pub data and R from unpub data,,,1,Fixed,Licensed,No,Comparator,HAMD21,27,8,-13,Others,40,1,Yes,Europe,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,4,0,Moderate risk,0,1,0,0,1,Plac,l
v023,452,3,VEN XR 367 (FDA),0,,,paro,81,No pub data and R from unpub data,,,1,Fixed,Licensed,No,Comparator,HAMD21,26,8,-11,Others,35,1,Yes,Europe,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,4,0,Moderate risk,0,1,0,0,1,paro,l
v022,452,2,VEN XR 367 (FDA),0,,,venl,165,No pub data and R from unpub data,,,1,Fixed,Licensed,Yes,Investigational,HAMD21,27,8,-15,Others,89,1,Yes,Europe,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,4,0,High risk,0,1,0,0,1,venl,l
v033,457,1,Clerc1994,1,1994,1994,fluo,34,R from pub data and no or inadequate unpub data,54,,,Fixed,Licensed,No,Comparator,HAMD21,30,6,17,Others,17,0,No,Europe,Multi-center,Inpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,fluo,l
v034,457,2,Clerc1994,1,1994,1994,venl,34,R from pub data and no or inadequate unpub data,49,,,Fixed,Licensed,Yes,Investigational,HAMD21,29,6,11,Others,24,0,No,Europe,Multi-center,Inpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,High risk,0,0,0,0,0,venl,l
v036,458,2,Schweizer1994 (VEN 600A-301 FDA),0,1994,1994,Plac,78,R from pub data and no or inadequate unpub data,42,12,1,Flexible,Licensed,No,Comparator,HAMD21,25,6,-9,Others,37,0,Yes,North America,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
v035,458,1,Schweizer1994 (VEN 600A-301 FDA),0,1994,1994,venl,76,R from pub data and no or inadequate unpub data,41,13,1,Flexible,Licensed,Yes,Investigational,HAMD21,25,6,-14,Others,49,0,Yes,North America,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,High risk,0,1,0,0,1,venl,l
v038,459,2,Guelfi1995 (VEN 600A-206 FDA),0,1995,1995,Plac,47,R from pub data and no or inadequate unpub data,56,13,,Flexible,Licensed,No,Comparator,HAMD21,29,4,24,Others,13,0,Yes,Europe,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,1,0,Moderate risk,0,2,1,Moderate risk,0,1,1,1,0,Plac,l
v037,459,1,Guelfi1995 (VEN 600A-206 FDA),0,1995,1995,venl,46,R from pub data and no or inadequate unpub data,56,14,,Flexible,Licensed,Yes,Investigational,HAMD21,28,4,14,Others,24,0,Yes,Europe,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,1,High risk,0,1,1,1,0,venl,l
v039,460,1,Dierick1996,1,1994,1996,fluo,161,R from pub data and no or inadequate unpub data,43,13,1,Fixed,Licensed,No,Comparator,HAMD17,27,8,12,Others,95,0,No,Europe,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,fluo,l
v040,460,2,Dierick1996,1,1994,1996,venl,153,R from pub data and no or inadequate unpub data,44,13,1,Flexible,Licensed,Yes,Investigational,HAMD17,27,8,11,Others,107,0,No,Europe,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,venl,l
v042,461,2,Lecrubier1997,0,1997,1997,Plac,76,R from pub data and no or inadequate unpub data,41,,1,Flexible,Licensed,No,Comparator,MADRS,24,8,-14,Others,38,0,No,Europe,Multi-center,Outpatients only,Yes,13,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,1,3,0,Moderate risk,0,1,0,0,1,Plac,l
v041,461,1,Lecrubier1997,0,1997,1997,venl,78,R from pub data and no or inadequate unpub data,38,,1,Flexible,Licensed,Unclear,Investigational,MADRS,25,8,-17,Others,50,0,No,Europe,Multi-center,Outpatients only,Yes,13,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,venl,l
v045,462,3,Cunningham1997 (VEN XR 208 - FDA),0,1997,1997,Plac,100,R from pub data and no or inadequate unpub data,40,10,1,Flexible,Licensed,No,Comparator,HAMD21,25,8,-9,Others,36,0,Yes,North America,Multi-center,Outpatients only,Yes,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,0,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
v043,462,1,Cunningham1997 (VEN XR 208 - FDA),0,1997,1997,venl,193,R from pub data and no or inadequate unpub data,41,11,1,Flexible,Licensed,Yes,Investigational,HAMD21,24,8,-14,Others,104,0,Yes,North America,Multi-center,Outpatients only,Yes,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,High risk,0,1,0,0,1,venl,l
v047,463,2,Thase1997 (VEN XR 209 FDA),0,1997,1997,Plac,102,R can come both from pub and unpub data but do not match,42,12,1,Flexible,Licensed,No,Comparator,HAMD21,24,8,-7,Others,30,0,Yes,North America,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,2,1,Moderate risk,0,1,1,1,0,Plac,l
v046,463,1,Thase1997 (VEN XR 209 FDA),0,1997,1997,venl,95,R can come both from pub and unpub data but do not match,40,11,1,Flexible,Licensed,Yes,Investigational,HAMD21,25,8,-12,Others,53,0,Yes,North America,Multi-center,Outpatients only,Yes,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,2,1,High risk,0,1,1,1,0,venl,l
v048,464,1,Tylee1997,1,1997,1997,fluo,170,R from pub data and no or inadequate unpub data,46,14,1,Fixed,Licensed,No,Comparator,HAMD17,23,,,OC,58,0,No,Europe,Multi-center,Outpatients only,Unclear,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,fluo,l
v049,464,2,Tylee1997,1,1997,1997,venl,171,R from pub data and no or inadequate unpub data,44,14,1,Fixed,Licensed,Yes,Investigational,HAMD17,22,,,OC,67,0,No,Europe,Multi-center,Outpatients only,Unclear,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,venl,l
v050,465,1,Hackett1998,1,1998,1998,fluv,34,R imputed from pub data and no or inadequate unpub data,,,,Fixed,Licensed,No,Comparator,MADRS,32,6,10,Others,14,1,No,Europe,Multi-center,Outpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,fluv,l
v051,465,2,Hackett1998,1,1998,1998,venl,77,R imputed from pub data and no or inadequate unpub data,,,,Fixed,Licensed,Yes,Investigational,MADRS,32,6,9,Others,48,1,No,Europe,Multi-center,Outpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,Moderate risk,,2,0,High risk,0,0,0,0,0,venl,l
v052,466,1,Costaesilva1998,1,1998,1998,fluo,186,R from pub data and no or inadequate unpub data,40,10,,Flexible,Licensed,No,Comparator,HAMD17,30,8,10,Others,153,0,No,South America,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,fluo,l
v053,466,2,Costaesilva1998,1,1998,1998,venl,196,R from pub data and no or inadequate unpub data,41,11,,Flexible,Licensed,Yes,Investigational,HAMD17,30,8,10,Others,170,0,No,South America,Multi-center,Outpatients only,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,venl,l
v054,467,1,McPartlin1998,1,1998,1998,paro,178,R from pub data and no or inadequate unpub data,44,14,,Fixed,Licensed,No,Comparator,HAMD17,23,12,-14,Others,117,0,No,Europe,Multi-center,Outpatients only,Unclear,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,paro,l
v055,467,2,McPartlin1998,1,1998,1998,venl,183,R from pub data and no or inadequate unpub data,45,15,,Fixed,Licensed,Yes,Investigational,HAMD17,23,12,-15,Others,130,0,No,Europe,Multi-center,Outpatients only,Unclear,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,venl,l
v057,468,2,Samuelian1998,0,1998,1998,clom,50,R from pub data and no or inadequate unpub data,47,11,,Flexible,Licensed,No,Comparator,HAMD21,28,6,17,Others,20,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,clom,l
v056,468,1,Samuelian1998,0,1998,1998,venl,52,R from pub data and no or inadequate unpub data,47,12,,Flexible,Licensed,Yes,Investigational,HAMD21,28,6,15,Others,30,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,venl,l
v061,469,4,Khan1998,0,1998,1998,Plac,95,R from pub data and no or inadequate unpub data,40,,1,Fixed,Licensed,No,Comparator,HAMD21,25,8,17,Others,32,0,No,North America,Multi-center,Outpatients only,yes,12,unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,Moderate risk,0,4,0,Moderate risk,0,1,0,0,1,Plac,l
v058,469,1,Khan1998,0,1998,1998,venl,258,R from pub data and no or inadequate unpub data,42,,1,Fixed,Licensed,Yes,Investigational,HAMD21,25,8,14,Others,139,0,No,North America,Multi-center,Outpatients only,yes,12,unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,Moderate risk,,4,0,Moderate risk,0,1,0,0,1,venl,l
v063,470,2,Smeraldi1998,0,1998,1998,clom,58,R from pub data and no or inadequate unpub data,71,6,,Flexible,Licensed,Unclear,Comparator,,,,,Others,40,0,No,Europe,Multi-center,Both,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,,3,0,Moderate risk,0,0,0,0,0,clom,l
v064,470,3,Smeraldi1998,0,1998,1998,traz,57,R from pub data and no or inadequate unpub data,71,6,,Flexible,Licensed,Unclear,Comparator,,,,,Others,33,0,No,Europe,Multi-center,Both,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,,3,0,Moderate risk,0,0,0,0,0,traz,l
v062,470,1,Smeraldi1998,0,1998,1998,venl,55,R from pub data and no or inadequate unpub data,71,6,,Flexible,Licensed,Unclear,Investigational,,,,,Others,41,0,No,Europe,Multi-center,Both,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,,,Moderate risk,,3,0,Moderate risk,0,0,0,0,0,venl,l
v068,471,4,Rudolph1998 (VEN 600A-203 (FDA),0,1998,1998,Plac,92,R from pub data and no or inadequate unpub data,42,11,0,Fixed,Licensed,No,Comparator,HAMD21,25,6,-7,Others,27,0,Yes,North America,Multi-center,Outpatients only,Yes,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Low risk,0,4,0,Low risk,0,1,0,0,1,Plac,l
v066,471,2,Rudolph1998 (VEN 600A-203 (FDA),0,1998,1998,venl,266,R from pub data and no or inadequate unpub data,44,10,0,Fixed,Licensed,Yes,Investigational,HAMD21,26,6,-12,Others,115,0,Yes,North America,Multi-center,Outpatients only,Yes,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,,4,0,Moderate risk,0,1,0,0,1,venl,l
v069,472,1,Alves1999,1,1999,1999,fluo,47,R from pub data and no or inadequate unpub data,42,12,,Flexible,Licensed,No,Comparator,HAMD21,27,12,11,Others,40,0,No,Europe,Multi-center,Outpatients only,No,12,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,fluo,l
v070,472,2,Alves1999,1,1999,1999,venl,40,R from pub data and no or inadequate unpub data,45,12,,Flexible,Licensed,Yes,Investigational,HAMD21,28,12,8,Others,34,0,No,Europe,Multi-center,Outpatients only,No,12,Unclear,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,venl,l
v073,473,3,Rudolph1999,1,1999,1999,Plac,98,R from pub data and no or inadequate unpub data,40,,,Flexible,Licensed,No,Comparator,HAMD21,25,8,15,Others,41,0,No,North America,Multi-center,Outpatients only,Yes,8,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,0,3,0,Low risk,0,1,0,0,1,Plac,l
