studyID,armID,study_name,manga,study_year,pub_year,drug_name,Responders,Ntotal,Published,age_mean,age_sd,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,baseline_mean,V,mean_efficacy,Imputation,IMPUTEDresp,Unpublished,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,RoB,OverallRoB,Narms,PLAprop,Overall_arm_RoB,PC,PLAprob,PC2,PC3,t,rowID
278,1,"Murasaki2010b (iQWIG9902, Schoemaker2002)",1,2002,2002,mirt,71,101,R can come both from pub and unpub data but do not match,41,12,0,Flexible,Licensed,Yes,Investigational,23,6,9,LOCF,0,Yes,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi83
279,1,Benkert2006(C-1763),1,2003,2006,mirt,70,140,No pub data and R from unpub data,46,11,1,Fixed,Licensed,Yes,Investigational,25,6,-13,LOCF,0,Yes,Multi-center,Outpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi85
279,2,Benkert2006(C-1763),1,2003,2006,venl,56,135,No pub data and R from unpub data,45,13,1,Fixed,Licensed,No,Comparator,25,6,-12,LOCF,0,Yes,Multi-center,Outpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,venl,mi86
280,1,E-1569,0,1996,,mirt,40,73,No pub data and R from unpub data,47,13,1,Flexible,Licensed,Yes,Investigational,25,6,-12,LOCF,0,Yes,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi87
280,2,E-1569,0,1996,,paro,48,75,No pub data and R from unpub data,43,13,1,Flexible,Licensed,No,Comparator,26,6,-15,LOCF,0,Yes,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,paro,mi88
281,1,"Debonnel2000 (Blier2009, iQWIG E-1639)",0,2000,2009,mirt,4,21,Inadequate pub data and R from unpub data,46,9,0,Flexible,Licensed,Yes,Investigational,24,6,16,LOCF,0,Yes,Single center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,m,Moderate risk,3,0,High risk,0,0,0,0,mirt,mi89
281,2,"Debonnel2000 (Blier2009, iQWIG E-1639)",0,2000,2009,paro,9,21,Inadequate pub data and R from unpub data,40,12,0,Flexible,Licensed,No,Comparator,24,6,13,LOCF,0,Yes,Single center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,m,Moderate risk,3,0,Moderate risk,0,0,0,0,paro,mi90
284,2,Armitage1997,0,1997,1997,fluo,11,21,R imputed from pub data and no or inadequate unpub data,37,11,1,Flexible,Licensed,No,Comparator,24,8,-12,LOCF,1,No,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,n04
284,1,Armitage1997,0,1997,1997,nefa,11,22,R imputed from pub data and no or inadequate unpub data,37,8,1,Flexible,Licensed,Yes,Investigational,24,8,-12,LOCF,1,No,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,nefa,n03
285,1,Baldwin1996,0,1996,1996,nefa,58,105,R from pub data and no or inadequate unpub data,38,,1,Flexible,Licensed,Yes,Investigational,25,8,-10,LOCF,0,No,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,nefa,n05
285,2,Baldwin1996,0,1996,1996,paro,58,101,R from pub data and no or inadequate unpub data,38,,1,Flexible,Licensed,No,Comparator,25,8,-11,LOCF,0,No,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,n06
286,2,Berlanga1997,0,1997,1997,fluo,18,37,R from pub data and no or inadequate unpub data,40,13,1,Flexible,Licensed,No,Comparator,24,8,-12,LOCF,0,No,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,n08
286,1,Berlanga1997,0,1997,1997,nefa,17,37,R from pub data and no or inadequate unpub data,42,13,1,Flexible,Licensed,Yes,Investigational,25,8,-12,LOCF,0,No,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,High risk,0,0,0,0,nefa,n07
289,1,Feiger1996,0,1996,1996,nefa,42,78,R from pub data and no or inadequate unpub data,45,11,1,Flexible,Licensed,Yes,Investigational,23,6,12,LOCF,0,No,Multi-center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,nefa,n16
289,2,Feiger1996,0,1996,1996,sert,41,82,R from pub data and no or inadequate unpub data,43,10,0,Flexible,Licensed,No,Comparator,23,6,12,LOCF,0,No,Multi-center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,n17
292,2,Gillin1997,0,1997,1997,fluo,8,20,R imputed from pub data and no or inadequate unpub data,37,8,1,Flexible,Licensed,No,Comparator,23,8,-10,LOCF,1,No,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,n24
292,1,Gillin1997,0,1997,1997,nefa,12,24,R imputed from pub data and no or inadequate unpub data,35,9,1,Flexible,Licensed,Yes,Investigational,23,8,-12,LOCF,1,No,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,nefa,n23
293,1,Hicks2002,0,2002,2002,nefa,11,20,R from pub data and no or inadequate unpub data,43,12,0,Flexible,Licensed,Yes,Investigational,22,8,11,LOCF,0,No,Single center,Outpatients only,Unclear,24,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,nefa,n25
293,2,Hicks2002,0,2002,2002,paro,16,20,R from pub data and no or inadequate unpub data,43,10,0,Flexible,Licensed,No,Comparator,22,8,9,LOCF,0,No,Single center,Outpatients only,Unclear,24,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,paro,n26
305,2,PAR 29060.318 (HP/82/64A),0,1983,,amit,3,12,Inadequate pub data and R from unpub data,50,8,1,Fixed,Licensed,No,Comparator,,,,Others,0,Yes,Single center,Inpatients only,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,amit,p004
305,1,PAR 29060.318 (HP/82/64A),0,1983,,paro,4,9,Inadequate pub data and R from unpub data,47,10,1,Fixed,Licensed,Yes,Investigational,,,,Others,0,Yes,Single center,Inpatients only,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,paro,p003
307,2,PAR 29060.310 (HP 81/85A),0,1984,,amit,5,13,Inadequate pub data and R from unpub data,44,10,1,Fixed,Licensed,No,Comparator,,,,Others,0,Yes,Single center,Other/Unclear/Not stated,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p008
307,1,PAR 29060.310 (HP 81/85A),0,1984,,paro,2,10,Inadequate pub data and R from unpub data,39,12,1,Fixed,Licensed,Yes,Investigational,,,,Others,0,Yes,Single center,Other/Unclear/Not stated,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p007
311,2,PAR 29060/281 ,0,1985,,amit,43,80,No pub data and R from unpub data,38,13,1,Flexible,Licensed,No,Comparator,27,6,12,Others/Unclear,1,Yes,Single center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p016
311,1,PAR 29060/281 ,0,1985,,paro,30,82,No pub data and R from unpub data,40,13,1,Fixed,Licensed,Yes,Investigational,28,6,16,Others/Unclear,1,Yes,Single center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,High risk,0,0,0,0,paro,p015
312,2,PAR MDUK 032,0,1986,,amit,14,30,No pub data and R from unpub data,46,12,,Flexible,Licensed,No,Comparator,23,8,12,Others,1,Yes,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p018
312,1,PAR MDUK 032,0,1986,,paro,15,29,No pub data and R from unpub data,43,12,,Flexible,Licensed,Yes,Investigational,24,8,12,Others,1,Yes,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p017
324,2,Kuhs1989 (MDUK_29060_III_85_043),0,1987,1989,amit,4,12,R can come both from pub and unpub data but do not match,39,12,1,Fixed,Licensed,No,Comparator,25,6,15,Others,1,Yes,Single center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,,,,m,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p043
324,1,Kuhs1989 (MDUK_29060_III_85_043),0,1987,1989,paro,7,12,R can come both from pub and unpub data but do not match,39,12,1,Fixed,Licensed,Yes,Investigational,25,6,9,Others,1,Yes,Single center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,,,,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p042
326,1,Guillibert1989 (PAR 290 MDF 29060 1727 M),0,1988,1989,clom,28,39,R can come both from pub and unpub data but do not match,68,6,,Fixed,Licensed,No,Comparator,28,6,-17,Others,0,Yes,Multi-center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,clom,p046
326,2,Guillibert1989 (PAR 290 MDF 29060 1727 M),0,1988,1989,paro,26,40,R can come both from pub and unpub data but do not match,69,5,,Fixed,Licensed,Yes,Investigational,28,6,-15,Others,0,Yes,Multi-center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p047
327,1,Pelicier1993 (PAR MDED/29060/III/86/1728M291),0,1988,1993,clom,25,42,R can come both from pub and unpub data and match,70,9,,Fixed,Licensed,No,Comparator,30,5,16,Others,0,Yes,Multi-center,Outpatients only,Unclear,5,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,,,m,Moderate risk,,0,Moderate risk,0,0,0,0,clom,p048
327,2,Pelicier1993 (PAR MDED/29060/III/86/1728M291),0,1988,1993,paro,29,41,R can come both from pub and unpub data and match,71,8,,Fixed,Licensed,Yes,Investigational,30,5,14,Others,0,Yes,Multi-center,Outpatients only,Unclear,5,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,,,m,Moderate risk,,0,Moderate risk,0,0,0,0,paro,p049
329,2,MDF/29060/III/070/88/MC,0,1989,,clom,12,30,No pub data and R from unpub data,73,,,Flexible,Licensed,No,Comparator,29,5,-15,Others,0,Yes,Multi-center,Outpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,,,m,Moderate risk,,0,Moderate risk,0,0,0,0,clom,p053
329,1,MDF/29060/III/070/88/MC,0,1989,,paro,22,32,No pub data and R from unpub data,73,,,Flexible,Licensed,Yes,Investigational,31,5,-20,Others,0,Yes,Multi-center,Outpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,,,m,Moderate risk,,0,Moderate risk,0,0,0,0,paro,p052
330,2,"Rouillon1991 (Limosin2006, 029060/1/CPMS 069 1991)",0,1989,1991,clom,23,47,R can come both from pub and unpub data but do not match,71,7,1,Other/Unclear,Licensed,No,Comparator,28,6,-16,Others,0,Yes,Multi-center,Inpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,clom,p055
330,1,"Rouillon1991 (Limosin2006, 029060/1/CPMS 069 1991)",0,1989,1991,paro,27,45,R can come both from pub and unpub data but do not match,72,7,1,Other/Unclear,Licensed,Yes,Investigational,27,6,-16,Others,0,Yes,Multi-center,Inpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p054
331,2,Geretsegger1995 (MY-060/BRL-029060/1),0,1990,1995,amit,24,47,R can come both from pub and unpub data but do not match,71,,,Flexible,Licensed,No,Comparator,28,6,13,Others,0,Yes,Multi-center,Inpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p057
331,1,Geretsegger1995 (MY-060/BRL-029060/1),0,1990,1995,paro,21,44,R can come both from pub and unpub data but do not match,71,,,Flexible,Licensed,Yes,Investigational,27,6,14,Others,0,Yes,Multi-center,Inpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p056
332,2,DUAG1990,0,1990,1990,clom,31,58,R imputed from pub data and no or inadequate unpub data,,,,Fixed,Licensed,Unclear,Comparator,23,8,8,Others,1,No,Multi-center,Inpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,clom,p059
332,1,DUAG1990,0,1990,1990,paro,23,62,R imputed from pub data and no or inadequate unpub data,,,,Fixed,Licensed,Unclear,Investigational,23,8,13,Others,1,No,Multi-center,Inpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p058
335,2,Tignol1993 (29060/087),1,1991,1993,fluo,54,87,R can come both from pub and unpub data but do not match,45,13,,Fixed,Licensed,No,Comparator,32,6,-17,Others,0,Yes,Multi-center,Inpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,p067
335,1,Tignol1993 (29060/087),1,1991,1993,paro,53,89,R can come both from pub and unpub data but do not match,43,12,,Fixed,Licensed,Yes,investigational,31,6,-17,Others,0,Yes,Multi-center,Inpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,paro,p066
336,2,Schoene1993 (Geretsegger1994 MY1021/BRC),1,1991,1993,fluo,8,52,R can come both from pub and unpub data but do not match,74,6,,Flexible,Licensed,No,Comparator,28,6,23,Others,0,Yes,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,p069
336,1,Schoene1993 (Geretsegger1994 MY1021/BRC),1,1991,1993,paro,19,54,R can come both from pub and unpub data but do not match,74,6,,Flexible,Licensed,Yes,Investigational,29,6,22,Others,0,Yes,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,paro,p068
337,2,Ontiveros1994 (MY-0144/BRL 29060/1/CPMS-135 (PAR135)),1,1992,1994,fluo,35,62,R can come both from pub and unpub data and match,39,11,,Fixed,Licensed,No,Comparator,26,6,-16,Others,0,Yes,Multi-center,Outpatients only,Yes,6,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,p071
337,1,Ontiveros1994 (MY-0144/BRL 29060/1/CPMS-135 (PAR135)),1,1992,1994,paro,41,60,R can come both from pub and unpub data and match,43,11,,Fixed,Licensed,No,Investigational,26,6,-16,Others,0,Yes,Multi-center,Outpatients only,Yes,6,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Low risk,0,0,0,0,paro,p070
338,2,Bignamini1992 (PAR 29060/078),0,1992,1992,amit,91,153,R can come both from pub and unpub data but do not match,50,12,,Flexible,Licensed,No,Comparator,31,6,14,Others,0,Yes,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,amit,p073
338,1,Bignamini1992 (PAR 29060/078),0,1992,1992,paro,82,156,R can come both from pub and unpub data but do not match,49,14,,Flexible,Licensed,Yes,Investigational,31,6,14,Others,0,Yes,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,paro,p072
339,1,Hutchinson1992,0,1992,1992,amit,15,32,R imputed from pub data and no or inadequate unpub data,72,10,,Fixed,Licensed,No,Comparator,20,,,OC,1,No,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p074
339,2,Hutchinson1992,0,1992,1992,paro,34,58,R imputed from pub data and no or inadequate unpub data,72,6,,Fixed,Licensed,Yes,Investigational,22,,,OC,1,No,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,High risk,0,0,0,0,paro,p075
340,2,Staner1995 (063),0,1992,1995,amit,9,19,R can come both from pub and unpub data but do not match,43,12,,Fixed,Licensed,No,Comparator,24,5,11,Others,0,Yes,Single center,Inpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p077
340,1,Staner1995 (063),0,1992,1995,paro,7,21,R can come both from pub and unpub data but do not match,42,11,,Fixed,Licensed,Yes,Investigational,26,5,18,Others,0,Yes,Single center,Inpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p076
342,2,Ansseau1994a (MY-1005/BRL-029060/1/CPMS-112),1,1992,1994,fluv,24,65,R can come both from pub and unpub data and match,43,10,1,Flexible,Licensed,No,Comparator,27,6,-12,Others,0,Yes,Multi-center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluv,p084
342,1,Ansseau1994a (MY-1005/BRL-029060/1/CPMS-112),1,1992,1994,paro,24,55,R can come both from pub and unpub data and match,44,12,0,Flexible,Licensed,Yes,Investigational,26,6,-13,Others,0,Yes,Multi-center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p083
343,2,DeWilde1993,1,1993,1993,fluo,26,50,R from pub data and no or inadequate unpub data,44,12,,Flexible,Licensed,No,Comparator,28,6,-15,Others,0,No,Multi-center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,p086
343,1,DeWilde1993,1,1993,1993,paro,25,49,R from pub data and no or inadequate unpub data,44,13,,Flexible,Licensed,Yes,Investigational,27,6,-17,Others,0,No,Multi-center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,paro,p085
344,2,Gagiano1993,1,1993,1993,fluo,27,45,R from pub data and no or inadequate unpub data,40,12,,Flexible,Licensed,No,Comparator,25,6,-13,Others,0,No,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,p088
344,1,Gagiano1993,1,1993,1993,paro,30,45,R from pub data and no or inadequate unpub data,38,13,,Flexible,Licensed,Yes,Investigational,25,6,-15,Others,0,No,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,paro,p087
347,2,29060/356,0,1994,,fluo,32,70,No pub data and R from unpub data,41,2,,Fixed,Licensed,No,Comparator,24,8,13,Others,1,Yes,Multi-center,Both,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,p094
347,1,29060/356,0,1994,,paro,33,68,No pub data and R from unpub data,42,2,,Fixed,Licensed,Yes,Investigational,25,8,12,Others,1,Yes,Multi-center,Both,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p093
348,2,SER-CHN-1,0,1994,,amit,80,118,No pub data and R from unpub data,41,13,1,Fixed,Licensed,No,Comparator,27,6,6,Others,0,Yes,Multi-center,Other/Unclear/Not stated,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,amit,p096
348,1,SER-CHN-1,0,1994,,paro,94,113,No pub data and R from unpub data,40,13,1,Flexible,Licensed,Yes,Investigational,27,6,6,Others,0,Yes,Multi-center,Other/Unclear/Not stated,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,paro,p095
350,2,"Moller1993 (Stuppaeck1994, MY-059.073/29060/1)",0,1989,1993,amit,46,75,R can come both from pub and unpub data and match,47,11,,Flexible,Licensed,No,Comparator,29,6,-15,Others,0,Yes,Multi-center,Inpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p100
