studyID,armID,manga,drug_name,Responders,Ntotal,age_mean,age_sd,pub_year,RoB,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,study_year,Published,study_name,ascale,baseline_mean,V,mean_efficacy,Imputation,IMPUTEDresp,Unpublished,Recruitment,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,OverallRoB,Narms,PLAprop,Overall_arm_RoB,PC,PLAprob,PC2,PC3,t,rowID
271,2,1,fluo,104,149,47,,2005,l,,Flexible,Licensed,No,Comparator,2005,R from pub data and no or inadequate unpub data,Versiani2005,HAMD17,28,8,13,LOCF,0,No,,Multi-center,Other/Unclear/Not stated,Yes,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,mi62
271,1,1,mirt,106,145,43,,2005,l,,Flexible,Licensed,Yes,Investigational,2005,R from pub data and no or inadequate unpub data,Versiani2005,HAMD17,29,8,13,LOCF,0,No,,Multi-center,Other/Unclear/Not stated,Yes,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi61
272,1,1,mirt,72,130,,,2006,l,,Fixed,Licensed,Yes,investigational,2006,R from pub data and no or inadequate unpub data,Szegedi2006,HAMD17,25,6,-12,LOCF,0,No,Europe,Multi-center,Outpatients only,No,6,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi63
272,2,1,venl,62,128,,,2006,l,,Fixed,Licensed,No,Comparator,2006,R from pub data and no or inadequate unpub data,Szegedi2006,HAMD17,25,6,-12,LOCF,0,No,Europe,Multi-center,Outpatients only,No,6,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,venl,mi64
277,2,1,fluv,70,105,39,13,2002,l,1,Flexible,Licensed,No,Comparator,2000,R can come both from pub and unpub data and match,"Murasaki2010a (iQWIG22532, Schoemaker2002)",HAMD17,25,6,10,LOCF,0,Yes,Europe,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluv,mi82
277,1,1,mirt,61,104,42,12,2002,l,1,Flexible,Licensed,Yes,Investigational,2000,R can come both from pub and unpub data and match,"Murasaki2010a (iQWIG22532, Schoemaker2002)",HAMD17,25,6,11,LOCF,0,Yes,Europe,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi81
278,2,1,fluv,57,102,42,13,2002,l,0,Flexible,Licensed,No,Comparator,2002,R can come both from pub and unpub data but do not match,"Murasaki2010b (iQWIG9902, Schoemaker2002)",HAMD17,23,6,11,LOCF,0,Yes,Asia,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluv,mi84
278,1,1,mirt,71,101,41,12,2002,l,0,Flexible,Licensed,Yes,Investigational,2002,R can come both from pub and unpub data but do not match,"Murasaki2010b (iQWIG9902, Schoemaker2002)",HAMD17,23,6,9,LOCF,0,Yes,Asia,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi83
279,1,1,mirt,70,140,46,11,2006,l,1,Fixed,Licensed,Yes,Investigational,2003,No pub data and R from unpub data,Benkert2006(C-1763),HAMD17,25,6,-13,LOCF,0,Yes,Europe,Multi-center,Outpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi85
279,2,1,venl,56,135,45,13,2006,l,1,Fixed,Licensed,No,Comparator,2003,No pub data and R from unpub data,Benkert2006(C-1763),HAMD17,25,6,-12,LOCF,0,Yes,Europe,Multi-center,Outpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,venl,mi86
280,1,0,mirt,40,73,47,13,,l,1,Flexible,Licensed,Yes,Investigational,1996,No pub data and R from unpub data,E-1569,HAMD17,25,6,-12,LOCF,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi87
280,2,0,paro,48,75,43,13,,l,1,Flexible,Licensed,No,Comparator,1996,No pub data and R from unpub data,E-1569,HAMD17,26,6,-15,LOCF,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,paro,mi88
281,1,0,mirt,4,21,46,9,2009,m,0,Flexible,Licensed,Yes,Investigational,2000,Inadequate pub data and R from unpub data,"Debonnel2000 (Blier2009, iQWIG E-1639)",HAMD17,24,6,16,LOCF,0,Yes,North America,Single center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Moderate risk,3,0,High risk,0,0,0,0,mirt,mi89
281,2,0,paro,9,21,40,12,2009,m,0,Flexible,Licensed,No,Comparator,2000,Inadequate pub data and R from unpub data,"Debonnel2000 (Blier2009, iQWIG E-1639)",HAMD17,24,6,13,LOCF,0,Yes,North America,Single center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,3,0,Moderate risk,0,0,0,0,paro,mi90
284,2,0,fluo,11,21,37,11,1997,m,1,Flexible,Licensed,No,Comparator,1997,R imputed from pub data and no or inadequate unpub data,Armitage1997,HAMD17,24,8,-12,LOCF,1,No,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,n04
284,1,0,nefa,11,22,37,8,1997,m,1,Flexible,Licensed,Yes,Investigational,1997,R imputed from pub data and no or inadequate unpub data,Armitage1997,HAMD17,24,8,-12,LOCF,1,No,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,nefa,n03
285,1,0,nefa,58,105,38,,1996,m,1,Flexible,Licensed,Yes,Investigational,1996,R from pub data and no or inadequate unpub data,Baldwin1996,HAMD17,25,8,-10,LOCF,0,No,Europe,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,nefa,n05
285,2,0,paro,58,101,38,,1996,m,1,Flexible,Licensed,No,Comparator,1996,R from pub data and no or inadequate unpub data,Baldwin1996,HAMD17,25,8,-11,LOCF,0,No,Europe,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,n06
286,2,0,fluo,18,37,40,13,1997,m,1,Flexible,Licensed,No,Comparator,1997,R from pub data and no or inadequate unpub data,Berlanga1997,HAMD17,24,8,-12,LOCF,0,No,South America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,n08
286,1,0,nefa,17,37,42,13,1997,m,1,Flexible,Licensed,Yes,Investigational,1997,R from pub data and no or inadequate unpub data,Berlanga1997,HAMD17,25,8,-12,LOCF,0,No,South America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,High risk,0,0,0,0,nefa,n07
289,1,0,nefa,42,78,45,11,1996,m,1,Flexible,Licensed,Yes,Investigational,1996,R from pub data and no or inadequate unpub data,Feiger1996,HAMD17,23,6,12,LOCF,0,No,North America,Multi-center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,nefa,n16
289,2,0,sert,41,82,43,10,1996,m,0,Flexible,Licensed,No,Comparator,1996,R from pub data and no or inadequate unpub data,Feiger1996,HAMD17,23,6,12,LOCF,0,No,North America,Multi-center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,n17
292,2,0,fluo,8,20,37,8,1997,l,1,Flexible,Licensed,No,Comparator,1997,R imputed from pub data and no or inadequate unpub data,Gillin1997,HAMD17,23,8,-10,LOCF,1,No,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,n24
292,1,0,nefa,12,24,35,9,1997,l,1,Flexible,Licensed,Yes,Investigational,1997,R imputed from pub data and no or inadequate unpub data,Gillin1997,HAMD17,23,8,-12,LOCF,1,No,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,nefa,n23
293,1,0,nefa,11,20,43,12,2002,l,0,Flexible,Licensed,Yes,Investigational,2002,R from pub data and no or inadequate unpub data,Hicks2002,HAMDunspecified,22,8,11,LOCF,0,No,Europe,Single center,Outpatients only,Unclear,24,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,nefa,n25
293,2,0,paro,16,20,43,10,2002,l,0,Flexible,Licensed,No,Comparator,2002,R from pub data and no or inadequate unpub data,Hicks2002,HAMDunspecified,22,8,9,LOCF,0,No,Europe,Single center,Outpatients only,Unclear,24,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,paro,n26
305,2,0,amit,3,12,50,8,,l,1,Fixed,Licensed,No,Comparator,1983,Inadequate pub data and R from unpub data,PAR 29060.318 (HP/82/64A),,,,,Others,0,Yes,Europe,Single center,Inpatients only,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,amit,p004
305,1,0,paro,4,9,47,10,,l,1,Fixed,Licensed,Yes,Investigational,1983,Inadequate pub data and R from unpub data,PAR 29060.318 (HP/82/64A),,,,,Others,0,Yes,Europe,Single center,Inpatients only,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,paro,p003
307,2,0,amit,5,13,44,10,,m,1,Fixed,Licensed,No,Comparator,1984,Inadequate pub data and R from unpub data,PAR 29060.310 (HP 81/85A),,,,,Others,0,Yes,Europe,Single center,Other/Unclear/Not stated,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p008
307,1,0,paro,2,10,39,12,,m,1,Fixed,Licensed,Yes,Investigational,1984,Inadequate pub data and R from unpub data,PAR 29060.310 (HP 81/85A),,,,,Others,0,Yes,Europe,Single center,Other/Unclear/Not stated,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p007
311,2,0,amit,43,80,38,13,,m,1,Flexible,Licensed,No,Comparator,1985,No pub data and R from unpub data,PAR 29060/281 ,HAMD21,27,6,12,Others/Unclear,1,Yes,Europe,Single center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p016
311,1,0,paro,30,82,40,13,,m,1,Fixed,Licensed,Yes,Investigational,1985,No pub data and R from unpub data,PAR 29060/281 ,HAMD21,28,6,16,Others/Unclear,1,Yes,Europe,Single center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,High risk,0,0,0,0,paro,p015
312,2,0,amit,14,30,46,12,,m,,Flexible,Licensed,No,Comparator,1986,No pub data and R from unpub data,PAR MDUK 032,HAMD17,23,8,12,Others,1,Yes,,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p018
312,1,0,paro,15,29,43,12,,m,,Flexible,Licensed,Yes,Investigational,1986,No pub data and R from unpub data,PAR MDUK 032,HAMD17,24,8,12,Others,1,Yes,,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p017
324,2,0,amit,4,12,39,12,1989,m,1,Fixed,Licensed,No,Comparator,1987,R can come both from pub and unpub data but do not match,Kuhs1989 (MDUK_29060_III_85_043),HAMD21,25,6,15,Others,1,Yes,Europe,Single center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p043
324,1,0,paro,7,12,39,12,1989,m,1,Fixed,Licensed,Yes,Investigational,1987,R can come both from pub and unpub data but do not match,Kuhs1989 (MDUK_29060_III_85_043),HAMD21,25,6,9,Others,1,Yes,Europe,Single center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,,,,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p042
326,1,0,clom,28,39,68,6,1989,m,,Fixed,Licensed,No,Comparator,1988,R can come both from pub and unpub data but do not match,Guillibert1989 (PAR 290 MDF 29060 1727 M),HAMD21,28,6,-17,Others,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,clom,p046
326,2,0,paro,26,40,69,5,1989,m,,Fixed,Licensed,Yes,Investigational,1988,R can come both from pub and unpub data but do not match,Guillibert1989 (PAR 290 MDF 29060 1727 M),HAMD21,28,6,-15,Others,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p047
327,1,0,clom,25,42,70,9,1993,m,,Fixed,Licensed,No,Comparator,1988,R can come both from pub and unpub data and match,Pelicier1993 (PAR MDED/29060/III/86/1728M291),MADRS,30,5,16,Others,0,Yes,Europe,Multi-center,Outpatients only,Unclear,5,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,,,Moderate risk,,0,Moderate risk,0,0,0,0,clom,p048
327,2,0,paro,29,41,71,8,1993,m,,Fixed,Licensed,Yes,Investigational,1988,R can come both from pub and unpub data and match,Pelicier1993 (PAR MDED/29060/III/86/1728M291),MADRS,30,5,14,Others,0,Yes,Europe,Multi-center,Outpatients only,Unclear,5,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,,,Moderate risk,,0,Moderate risk,0,0,0,0,paro,p049
329,2,0,clom,12,30,73,,,m,,Flexible,Licensed,No,Comparator,1989,No pub data and R from unpub data,MDF/29060/III/070/88/MC,MADRS,29,5,-15,Others,0,Yes,Europe,Multi-center,Outpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,,,Moderate risk,,0,Moderate risk,0,0,0,0,clom,p053
329,1,0,paro,22,32,73,,,m,,Flexible,Licensed,Yes,Investigational,1989,No pub data and R from unpub data,MDF/29060/III/070/88/MC,MADRS,31,5,-20,Others,0,Yes,Europe,Multi-center,Outpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,,,Moderate risk,,0,Moderate risk,0,0,0,0,paro,p052
330,2,0,clom,23,47,71,7,1991,m,1,Other/Unclear,Licensed,No,Comparator,1989,R can come both from pub and unpub data but do not match,"Rouillon1991 (Limosin2006, 029060/1/CPMS 069 1991)",HAMD21,28,6,-16,Others,0,Yes,Europe,Multi-center,Inpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,clom,p055
330,1,0,paro,27,45,72,7,1991,m,1,Other/Unclear,Licensed,Yes,Investigational,1989,R can come both from pub and unpub data but do not match,"Rouillon1991 (Limosin2006, 029060/1/CPMS 069 1991)",HAMD21,27,6,-16,Others,0,Yes,Europe,Multi-center,Inpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p054
331,2,0,amit,24,47,71,,1995,m,,Flexible,Licensed,No,Comparator,1990,R can come both from pub and unpub data but do not match,Geretsegger1995 (MY-060/BRL-029060/1),HAMD21,28,6,13,Others,0,Yes,Europe,Multi-center,Inpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p057
331,1,0,paro,21,44,71,,1995,m,,Flexible,Licensed,Yes,Investigational,1990,R can come both from pub and unpub data but do not match,Geretsegger1995 (MY-060/BRL-029060/1),HAMD21,27,6,14,Others,0,Yes,Europe,Multi-center,Inpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p056
332,2,0,clom,31,58,,,1990,m,,Fixed,Licensed,Unclear,Comparator,1990,R imputed from pub data and no or inadequate unpub data,DUAG1990,HAMD17,23,8,8,Others,1,No,Europe,Multi-center,Inpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,clom,p059
332,1,0,paro,23,62,,,1990,m,,Fixed,Licensed,Unclear,Investigational,1990,R imputed from pub data and no or inadequate unpub data,DUAG1990,HAMD17,23,8,13,Others,1,No,Europe,Multi-center,Inpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p058
335,2,1,fluo,54,87,45,13,1993,l,,Fixed,Licensed,No,Comparator,1991,R can come both from pub and unpub data but do not match,Tignol1993 (29060/087),MADRS,32,6,-17,Others,0,Yes,Europe,Multi-center,Inpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,p067
335,1,1,paro,53,89,43,12,1993,l,,Fixed,Licensed,Yes,investigational,1991,R can come both from pub and unpub data but do not match,Tignol1993 (29060/087),MADRS,31,6,-17,Others,0,Yes,Europe,Multi-center,Inpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,paro,p066
336,2,1,fluo,8,52,74,6,1993,l,,Flexible,Licensed,No,Comparator,1991,R can come both from pub and unpub data but do not match,Schoene1993 (Geretsegger1994 MY1021/BRC),HAMD21,28,6,23,Others,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,p069
336,1,1,paro,19,54,74,6,1993,l,,Flexible,Licensed,Yes,Investigational,1991,R can come both from pub and unpub data but do not match,Schoene1993 (Geretsegger1994 MY1021/BRC),HAMD21,29,6,22,Others,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,paro,p068
337,2,1,fluo,35,62,39,11,1994,l,,Fixed,Licensed,No,Comparator,1992,R can come both from pub and unpub data and match,Ontiveros1994 (MY-0144/BRL 29060/1/CPMS-135 (PAR135)),HAMD21,26,6,-16,Others,0,Yes,North America,Multi-center,Outpatients only,Yes,6,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,p071
337,1,1,paro,41,60,43,11,1994,l,,Fixed,Licensed,No,Investigational,1992,R can come both from pub and unpub data and match,Ontiveros1994 (MY-0144/BRL 29060/1/CPMS-135 (PAR135)),HAMD21,26,6,-16,Others,0,Yes,North America,Multi-center,Outpatients only,Yes,6,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Low risk,0,0,0,0,paro,p070
338,2,0,amit,91,153,50,12,1992,l,,Flexible,Licensed,No,Comparator,1992,R can come both from pub and unpub data but do not match,Bignamini1992 (PAR 29060/078),HAMD21,31,6,14,Others,0,Yes,Europe,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,amit,p073
338,1,0,paro,82,156,49,14,1992,l,,Flexible,Licensed,Yes,Investigational,1992,R can come both from pub and unpub data but do not match,Bignamini1992 (PAR 29060/078),HAMD21,31,6,14,Others,0,Yes,Europe,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,paro,p072
339,1,0,amit,15,32,72,10,1992,m,,Fixed,Licensed,No,Comparator,1992,R imputed from pub data and no or inadequate unpub data,Hutchinson1992,HAMD21,20,,,OC,1,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p074
339,2,0,paro,34,58,72,6,1992,m,,Fixed,Licensed,Yes,Investigational,1992,R imputed from pub data and no or inadequate unpub data,Hutchinson1992,HAMD21,22,,,OC,1,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,High risk,0,0,0,0,paro,p075
340,2,0,amit,9,19,43,12,1995,m,,Fixed,Licensed,No,Comparator,1992,R can come both from pub and unpub data but do not match,Staner1995 (063),HAMD21,24,5,11,Others,0,Yes,Europe,Single center,Inpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,p077
340,1,0,paro,7,21,42,11,1995,m,,Fixed,Licensed,Yes,Investigational,1992,R can come both from pub and unpub data but do not match,Staner1995 (063),HAMD21,26,5,18,Others,0,Yes,Europe,Single center,Inpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,p076
342,2,1,fluv,24,65,43,10,1994,m,1,Flexible,Licensed,No,Comparator,1992,R can come both from pub and unpub data and match,Ansseau1994a (MY-1005/BRL-029060/1/CPMS-112),HAMD21,27,6,-12,Others,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluv,p084
